1;20;0;0;0;0
2;20;0;0;0;0
3;19;0;1;0;0
4;19;0;1;0;0
5;19;0;1;0;0
6;19;0;1;0;0
7;19;0;1;0;0
8;19;0;1;0;0
9;19;0;1;0;0
10;19;0;1;0;0
11;19;0;1;0;0
12;19;0;1;0;0
13;19;0;1;0;0
14;19;0;1;0;0
15;19;0;1;0;0
16;19;0;1;0;0
17;19;0;1;0;0
18;19;0;1;0;0
19;19;0;1;0;0
20;19;0;1;0;0
21;19;0;1;0;0
22;19;0;1;0;0
23;19;0;1;0;0
24;19;0;1;0;0
25;19;0;1;0;0
26;19;0;1;0;0
27;19;0;1;0;0
28;19;0;1;0;0
29;19;0;1;0;0
30;19;0;1;0;0
31;19;0;1;0;0
32;19;0;1;0;0
33;19;0;1;0;0
34;19;0;1;0;0
35;19;0;1;0;0
36;19;0;1;0;0
37;19;0;1;0;0
38;18;0;2;0;0
39;18;0;2;0;0
40;18;0;2;0;0
41;18;0;2;0;0
42;18;0;2;0;0
43;18;0;2;0;0
44;18;0;2;0;0
45;18;0;2;0;0
46;18;0;2;0;0
47;18;0;2;0;0
48;18;0;2;0;0
49;18;0;2;0;0
50;18;0;2;0;0
51;18;0;2;0;0
52;18;0;2;0;0
53;18;0;2;0;0
54;18;0;2;0;0
55;18;0;2;0;0
56;17;0;3;0;0
57;17;0;3;0;0
58;17;0;3;0;0
59;17;0;3;0;0
60;17;0;3;0;0
61;17;0;3;0;0
62;17;0;3;0;0
63;17;0;3;0;0
64;17;0;3;0;0
65;17;0;3;0;0
66;17;0;3;0;0
67;17;0;3;0;0
68;17;0;3;0;0
69;17;0;3;0;0
70;17;0;3;0;0
71;17;0;3;0;0
72;17;0;3;0;0
73;17;0;3;0;0
74;17;0;3;0;0
75;17;0;3;0;0
76;17;0;3;0;0
77;17;0;3;0;0
78;17;0;3;0;0
79;17;0;3;0;0
80;17;0;3;0;0
81;17;0;3;0;0
82;17;0;3;0;0
83;17;0;3;0;0
84;17;0;3;0;0
85;17;0;3;0;0
86;17;0;3;0;0
87;17;0;3;0;0
88;17;0;3;0;0
89;17;0;3;0;0
90;17;0;3;0;0
91;17;0;3;0;0
92;17;0;3;0;0
93;17;0;3;0;0
94;17;0;3;0;0
95;17;0;3;0;0
96;17;0;3;0;0
97;17;0;3;0;0
98;17;0;3;0;0
99;17;0;3;0;0
100;17;0;3;0;0
101;17;0;2;1;0
102;17;0;2;1;0
103;17;0;2;1;0
104;17;0;2;1;0
105;17;0;2;1;0
106;17;0;2;1;0
107;17;0;2;1;0
108;17;0;2;1;0
109;16;0;3;1;0
110;16;0;3;1;0
111;16;0;3;1;0
112;16;0;3;1;0
113;16;0;3;1;0
114;16;0;3;1;0
115;16;0;3;1;0
116;16;0;3;1;0
117;16;0;3;1;0
118;16;0;3;1;0
119;16;0;3;1;0
120;16;0;3;1;0
121;16;0;3;1;0
122;16;0;3;1;0
123;16;0;3;1;0
124;16;0;3;1;0
